,Unnamed: 0,username,age,occupation,status,gender,filtered sentence,y,translated_occupation,translated_occupation_lem,translated_occupation_category
2429,2429,Millerocmin,40,Artesano,single,male,hispanic Straight Other social smoker social drinker Friendship Romance Serious Relationship Marriage,0,craftsman,craftsman,
2430,2430,Minerva86,40,Asesor de ventas,single,female,white Straight Other social smoker social drinker Marriage,0,sales advisor,sales advisor,sales
2431,2431,Mpatricia,40,comerciante,single,female,hispanic Straight Christian nonsmoker never Friendship,0,merchant,merchant,
2432,2432,Myvero,40,Negocio propio,divorced,female,hispanic Straight Other light smoker social drinker Friendship,0,own business,own business,self employed
2433,2433,N8775,40,Forklift operator,single,male,white Straight Spiritual nonsmoker occasional drinker Romance,0,forklift operator,forklift operator,
2434,2434,Nanowar13,40,Abogado,separated,male,hispanic Straight Christian nonsmoker occasional drinker Romance Serious Relationship Marriage,0,lawyer,lawyer,
2435,2435,ncabello82,40,ingeniero,single,male,hispanic Straight Christian nonsmoker social drinker Serious Relationship,0,engineer,engineer,engineer
2436,2436,Nelson1981,40,Conductor,single,male,white Straight Spiritual nonsmoker never Romance,0,conductor,conductor,
2437,2437,Nina82,40,Ama de casa,in relationship,female,hispanic Bisexual Other light smoker never Friendship,0,housewife,housewife,
2438,2438,NordStar,40,IT,single,male,white Straight Christian nonsmoker social drinker Friendship Romance Serious Relationship,0,it,it,
2439,2439,Pao82,40,Ama de casa,in relationship,female,hispanic Straight Christian nonsmoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,0,housewife,housewife,
2440,2440,Pauline,40,Photographer,single,female,hispanic Straight Christian nonsmoker social drinker Friendship Serious Relationship,0,photographer,photographer,
2441,2441,Paultosinco,40,Sales,single,male,white Straight Other nonsmoker occasional drinker Fun Friendship Romance Serious Relationship,0,sales,sale,
2442,2442,Paulyou,40,Independiente,divorced,male,mixed Straight Spiritual light smoker occasional drinker Romance Serious Relationship Marriage,0,independent,independent,self employed
2443,2443,Pedro555,40,Mantenimiento,single,male,white Straight Other nonsmoker occasional drinker Friendship,0,maintenance,maintenance,
2444,2444,Peluco,40,Comerciante,single,male,white Straight Christian social smoker social drinker Serious Relationship Marriage,0,merchant,merchant,
2445,2445,peralt,40,arquitecto,single,male,hispanic Straight Christian social smoker social drinker Serious Relationship,0,architect,architect,
2446,2446,Perrofiel07,40,Obrero,single,male,hispanic Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship,0,worker,worker,
2447,2447,Peruanita,40,Fisioterapeuta,single,female,hispanic Straight Christian nonsmoker occasional drinker Friendship Romance Serious Relationship Marriage,0,physiotherapist,physiotherapist,
2448,2448,Phenyx,40,Medical,single,female,mixed Straight Christian nonsmoker social drinker Friendship Romance Serious Relationship Marriage,0,medical,medical,medical
2449,2449,Pithon,40,Masajista,single,male,hispanic Straight Other nonsmoker social drinker Serious Relationship,0,massage therapist,massage therapist,
2450,2450,Rafael13,40,trader,widow,male,hispanic Straight Other nonsmoker occasional drinker Serious Relationship,0,trader,trader,
2451,2451,RichieRoses,40,Mesero,single,male,hispanic Straight Christian nonsmoker never Marriage,0,waiter,waiter,service
2452,2452,Robinsb81,40,Ingeniero,separated,male,hispanic Straight Other nonsmoker never Friendship Serious Relationship Marriage,0,engineer,engineer,engineer
2453,2453,RockinMatt37,40,Musician,single,male,white Straight Christian nonsmoker occasional drinker Fun Friendship Romance Serious Relationship,0,musician,musician,
2454,2454,rojascar,40,Ingeniero industrial,single,male,hispanic Straight Christian nonsmoker social drinker Romance Serious Relationship Marriage,0,industrial engineer,industrial engineer,engineer
2455,2455,Ronnal,40,Self employed,single,male,asian Straight Hindu nonsmoker social drinker Fun Friendship Serious Relationship Marriage,0,self employed,self employed,self employed
2456,2456,RoseThorn,40,Cashier,single,female,white Straight Other nonsmoker social drinker Fun Friendship Serious Relationship,0,cashier,cashier,
2457,2457,Roxelan,40,Estudio,single,female,native american Straight Other nonsmoker never Friendship,0,study,study,student
2458,2458,Royerc,40,Fisioterapeuta,divorced,male,hispanic Straight Christian nonsmoker social drinker Serious Relationship,0,physiotherapist,physiotherapist,
2459,2459,Rubenno,40,Personal trainer,separated,male,hispanic Straight Christian nonsmoker never Romance,0,personal trainer,personal trainer,
2460,2460,Russell3489,40,Laborer,single,male,white Straight Other chain smoker occasional drinker Friendship,0,laborer,laborer,
2461,2461,Ruthie,40,Secretaria,single,female,hispanic Straight Christian nonsmoker never Fun,0,secretary,secretary,office
2462,2462,Sandy75,40,Estilista,separated,female,hispanic Straight Christian nonsmoker never Serious Relationship Marriage,0,stylist,stylist,
2463,2463,Saul1029,40,Mecanico,single,male,hispanic Straight Other light smoker social drinker Fun Friendship Serious Relationship,0,mechanic,mechanic,
2464,2464,sergiog39,40,autónomo,single,male,white Straight Atheist nonsmoker occasional drinker Serious Relationship,0,autonomous,autonomous,
2465,2465,Skampercat,40,Security,single,female,mixed Straight Other nonsmoker social drinker Serious Relationship,0,security,security,
2466,2466,Sonyrangel1,40,Ventas,single,female,hispanic Straight Christian nonsmoker occasional drinker Marriage,0,sales,sale,
2467,2467,spartack,40,Seguros,divorced,male,hispanic Straight Christian nonsmoker social drinker Serious Relationship,0,insurance,insurance,
2468,2468,Stallion187,40,Retail,single,male,asian Straight Hindu social smoker occasional drinker Serious Relationship,0,retail,retail,
2469,2469,Steever,40,Retail Manager,separated,male,mixed Straight Christian nonsmoker social drinker Friendship Romance Serious Relationship,0,retail manager,retail manager,office
2470,2470,SunshineSugarBear,40,Healthcare,single,female,white Straight Other light smoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,0,healthcare,healthcare,
2471,2471,SUPERMEGACRISS,40,Docente,single,male,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship Marriage,0,teacher,teacher,education
2472,2472,Tasko,40,Unemployed,single,male,black Straight Christian social smoker social drinker Romance Serious Relationship,0,unemployed,unemployed,unemployed
2473,2473,Travelagent,40,Electronic,divorced,male,white Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,electronic,electronic,
2474,2474,USSingleguy,40,Truck driver,divorced,male,white Straight Christian nonsmoker occasional drinker Serious Relationship Marriage,0,truck driver,truck driver,
2475,2475,Valerie1891,40,Abogada,single,female,mixed Straight Spiritual nonsmoker occasional drinker Friendship Romance Serious Relationship Marriage,0,a lawyer,a lawyer,
2476,2476,VMagyC,40,Fisioterapeuta,single,female,hispanic Straight Other nonsmoker never Friendship Romance Serious Relationship,0,physiotherapist,physiotherapist,
2477,2477,Washington37,40,Obrero,separated,male,hispanic Straight Other nonsmoker never Friendship,0,worker,worker,
2478,2478,Xoch1974,40,Marketing,divorced,female,hispanic Straight Spiritual social smoker social drinker Serious Relationship,0,marketing,marketing,
2479,2479,zipir,40,Engineer,single,male,white Straight Atheist nonsmoker social drinker Fun Friendship Romance,0,engineer,engineer,engineer
2480,2480,Banawent,41,Operations Manager,divorced,male,I divorced father I cant say I love kids enough Theyre one greatest joys world I also huge family person I consider artsy person photography huge passion I love outdoors fishing hiking I love travel My favorite places go New York Colorado I traveled outside states would love go back I like movies theater I also okay relaxing home bag popcorn fireplace,0,operations manager,operations manager,office
2481,2481,Bubbahammond,41,Sales,single,male,Im laid back guy plenty fun wants meet people,0,sales,sale,
2482,2482,Cain817,41,Foreman,single,male,Tall sexy tatted Hispanic Fun honest love real people,0,foreman,foreman,
2483,2483,Dayday81,41,Construction,single,male,Im looking female become friends,0,construction,construction,construction
2484,2484,ibnAli,41,Administration,single,male,Im simple Innocent earth person Im sincere loyal trust worthy,0,administration,administration,
2485,2485,Irnessa,41,Translator,single,female,Love nature dogs interesting books traveling,0,translator,translator,
2486,2486,Jammin,41,Musician,single,male,Musician singer seeking nice partner enjoy life,0,musician,musician,
2487,2487,Joglesby98,41,Self employed,divorced,male,I laid back person easy get long,0,self employed,self employed,self employed
2488,2488,Krizzel,41,Student,separated,female,Serious funny adventurous,0,student,student,student
2489,2489,Lawson3524,41,Mechanic,divorced,male,Im looking someone wants meet person ASAP,0,mechanic,mechanic,
2490,2490,Makki,41,Tourist Guide,divorced,female,Im Latina Peru living Madrid Only want find love life share everything,0,tourist guide,tourist guide,
2491,2491,MARYBEL,41,DOCENTE,single,female,CHICA RISUEÑA TRABAJADORA SOLIDARIA Y CON MUCHOS VALORES,0,teacher,teacher,education
2492,2492,maximus722000,41,Self employed,single,male,funny gentile sportive man Looking someone villing give receive love aim build family,0,self employed,self employed,self employed
2493,2493,MHB2021,41,Retired,widow,male,Looking discreet NSA casual relationship,0,retired,retired,
2494,2494,Nomcebo,41,Receptionist,single,female,I consider open I consider wellinformed I easily put trust others I consider responsible,0,receptionist,receptionist,
2495,2495,Romantic1,41,Entrepreneur,single,male,Im gentle handsome young man love life easy going person,0,entrepreneur,entrepreneur,
2496,2496,TheFallen7404,41,Automotive,single,male,Single father two wonderful kiddos Work full time house car Lol,0,automotive,automotive,
2497,2497,Abada,41,Teacher,single,female,hispanic Straight Christian nonsmoker occasional drinker Romance,0,teacher,teacher,education
2498,2498,Alecs,41,Construction,single,male,white Straight Other social smoker never Serious Relationship Marriage,0,construction,construction,construction
2499,2499,Alexdavid,41,Administrador,divorced,male,hispanic Straight Other nonsmoker social drinker Romance,0,administrator,administrator,
2500,2500,Amarumanuel,41,Bartender,single,male,hispanic Straight Christian social smoker occasional drinker Marriage,0,bartender,bartender,
2501,2501,Amoro,41,Ingeniero electronico,single,male,white Straight Atheist nonsmoker never Fun,0,electronic engineer,electronic engineer,engineer
2502,2502,Andi0381,41,Abogado,separated,male,hispanic Straight Christian nonsmoker occasional drinker Friendship Romance Serious Relationship Marriage,0,lawyer,lawyer,
2503,2503,andreagogic,41,Author,single,male,white Straight Christian nonsmoker social drinker Friendship Romance Serious Relationship Marriage,0,author,author,
2504,2504,ARSAMUEL,41,Asistente,married,male,hispanic Straight Christian nonsmoker never Serious Relationship,0,attendee,attendee,
2505,2505,Arturis,41,Construccion,single,male,hispanic Straight Other nonsmoker never Romance,0,building,building,
2506,2506,Astrag,41,Insurance,separated,male,white Straight Christian nonsmoker social drinker Friendship,0,insurance,insurance,
2507,2507,astro7070,41,superior,separated,male,hispanic Straight Other nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,superior,superior,
2508,2508,Aurelio1,41,Lawyer,single,male,white Straight Spiritual nonsmoker occasional drinker Serious Relationship,0,lawyer,lawyer,
2509,2509,bazz21uk,41,Engineer,divorced,male,white Straight Other nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,engineer,engineer,engineer
2510,2510,Bigreese38,41,Mechanic,divorced,male,black Straight Christian social smoker social drinker Fun Friendship Romance Serious Relationship,0,mechanic,mechanic,
