username,age,occupation,status,gender,filtered sentence,Language,y,translated_occupation,status_lem,translated_occupation_lem,translated_occupation_category
Orvil,47.0,Cook,single,male,Hello orvil Jamaica single honest truthful love music animals party beach enjoy cooking going walk friend please fell free ask want,nl,0,cook,single,cook,service
OscarBogantes,37.0,Driver,single,male,Very positive calm happy thoughtful beautiful intentions,no,0,driver,single,driver,transport
oscarvaldivi,29.0,developer,single,male,I spirit traveler I like much cook explore new countries cultures Lover technology dogs,ca,0,developer,single,developer,tech
oterga5673,67.0,Trader,widowed,male,Hoping find chemistry feels natural start Im interested getting know someone kindhearted family oriented,pt,0,trader,widowed,trader,trade
O_Wil123,47.0,Education,single,male,Im caring sensitive provider real expectations looking nice woman,en,0,education,single,education,education
Pablo92,29.0,Repartidor,single,male,I sincere affectionate I interested woman desire live much love give,es,0,delivery man,single,delivery man,service
paloma9,25.0,Estudiante,single,female,Hi I girl Mexico I 23 years old although days I 24 I like dancing lot,es,0,student,single,student,education
Paternitti1,33.0,construction,single,male,im 33 year old white male 5 foot 6 inches hight athleticly built brown hair hazel eyes enjoy hikeing camping hunting fishing four wheeling going long walks exploring well gaming I kindhearted earth,fr,0,construction,single,construction,construction
Patricia0034,58.0,sales,widowed,female,Feminine warmintelligent looking real gentleman A Woman looks Man join Her full happy life She need Him rescue Her,tl,0,sales,widowed,sale,office
Patybelabrasil,43.0,Teacher,single,female,Well trying describe I say little bit complicated I try I graduated Languages Art Iam English Portuguese literature teacher I speak mother language portuguese english spanish also sign language I used work deaf kids For teacher honorable job I know I make difference someones life In reason I still studying english language dayI wan na become translator work interpreter Actually people used say I kindheart positive girl times I try seening best life regardless ircumstances situation I think always teach us positive lesson Of coruse I could tell I many flaws I know life worth struggle I look back I lost realize I much greater I like talking somebody behave drama King complain personal problems time please everybody problems try solving best way attempt learn deal live life best way lives short know future prepared one us Sometimes much selfish forget many people around world living worse situation starving homeless They begging little dignity live Well unfortunately I save world least think people stopping complain I earned life I also ejoying life keeping studying reading watching great movie listening 80s music ice skating animals nature go camping volunteer jobs talking sorts issues even politics even point view I like keep brain work time matter fact opinion Education key success life teachers make lasting impact lives students I Brazil I live since I 17 years I harder worker independent woman I already place already payed For website I straightforward I page I wan na practicing english skills also I believe someone kindheart humble waiting give opportunity know maybe become great friends work together I really would like clear something honest site I AM NOT page ask men pay bills send money rescue I live poor country I desperate move country get free easy best life A I already told Im selfsufficient woman I DO NOT NEED MAN TO PAY IT OR THAT FOR ME I get well I say I well world traveled I different places Europe many times also Ive lived Texas USA years I would like easy good life richer man believe I could already done I many opportunities I prefer believe older values mother taught best way get success life mainly love My grandfather always used tell honest first treat people way would like treated Well I think I said enough I hope could like profile I tryied much I could honest,de,0,teacher,single,teacher,education
paul63,66.0,retired,single,male,normal fun loving guy hang ups dont like liars non demanding honest loving likes cuddle intimate chats,da,0,retired,single,retired,retired
paulbehr,37.0,Student,single,male,I moved Cheney Im 35 I would love relationship caring loving slightly humorous individual,de,0,student,single,student,education
Paulxx1985,37.0,merchant,single,male,I looking person I could share everyday problems someone close even end world,en,0,merchant,single,merchant,trade
Peabody899,32.0,Consultant,single,male,I love sports I love listen female vision,ca,0,consultant,single,consultant,office
Pearson73,49.0,Carpenter,divorced,male,Im trying live everyday positive note hoping find special someone thats perspective outlook,nl,0,carpenter,divorced,carpenter,self employed
PenelopePitstop,58.0,Writer,divorced,female,British expat Lady seeking Older battle worn Knight Loves countryside horses farming cattle dinner parties gatherings friends family Opera concerts reading stories fire course candle light making love storm er inside cosy bed actually storm Born London educated South East asia europe due fathers work government Old school codes yet big sense humour fun Strong minded organised Been single 9 years due divorce taking care youngest son Ready last leg life amazing bright attractive strong old fashioned well heeled successful man willing relocate Currently South America finishing researchwriting project,de,0,writer,divorced,writer,media
PetieQ,63.0,Manager,single,female,I love nature hiking camping swimming Also walking bike riding exploring traveling I hobbies I enjoy sense humor like laugh easily amused lighthearted fun loving looking long term relationship build friendship new memories together Love sky rain stars storms I romantic heart honest real caring loving also want drama Looking real,tl,0,manager,single,manager,manager
Pigdog,60.0,semiretired,single,male,Hello I single divorced 15 years white male minority Canada looking life mate I dont ask much happy person loves life doesnt blame personal problems This life live I dry sense humour loves laugh get thru days happy I try stay healthy butting getting old getting old I financially stable drama love travel I work part time golf course summer months used travel winters Chinese flu hit world Australia favourite destination enjoy exploring new countries Ireland one I would like visit family tree tied country Look forward hearing Tim,tr,0,semiretired,single,semiretired,retired
Pleasureufirst,35.0,Concrete finisher,single,male,Hello I never done online thing Sounds exciting naughty,en,0,concrete finisher,single,concrete finisher,construction
pongopiacenza,44.0,managing director,single,male,hi Im northen Italy Im fell lucky simple totally addicted scoutig new pleasure talent l,tl,0,managing director,single,managing director,manager
Poorgodzilla,48.0,Disabled,single,male,I sincere honest caring passionate courteous laidback faithful playful comedic loyal determined individual Self sufficient wheelchair bound someone need babying taken care like invalid Someone looking genuine love affection sincere attraction mutual marital intentions Im looking personality like mine Libra Horoscope speaking wanting meet quickly Ive spent much time searching forgive I come across desperate wanting waste much time getting know correspondence I prefer face face really getting know someone I believe learn faster get impressions feelings attraction indications Im one expect intimacy right away fact I find complicates reason dating find forever lover Im looking person knows well knows instantly first meeting future someone determine person meet standards Not someone could make train ideal mate Children welcome I would welcome someone wanting children I dont know possible based many variables Age ability factors Hoping married within six months year long many years left enjoy sharing someone Im old fashioned many ways,af,0,disabled,single,disabled,unemployed
