username,age,occupation,status,gender,filtered sentence,Language,y,translated_occupation
richardbruce,62,retired,single,male,Single welleducated recently retired American seeks younger 2440 woman without children fun romance possibly marriage No children grown children ok,da,0,retired
Richie_valentin,35,entrepreneur,single,male,I know profile picture fake therefore better get know eventually shall see person come dressed red cape But everything ever wished This I passionate taking care others helping people making people smile Yes I know sounds cheesy I try really hard brighten day everyone I meet even asking cashier holding door open someone I try always think quote Dalai Lama Be kind whenever possible It always possible Hello girls thanks stopping Im creative funloving energetic active BOY shall say Man whose favourite words language Please proceed gate departure Ive bitten HARD travel bug lol lucky enough visit every continent well Im working I love going meeting new people generally getting life whether thats trying new bars restaurants picking new sport love swimming running jogging oh yes love sports martial artist love combat art self defense one favourite quote bruce lee As think shall become BUT girls adore respect worship like angels soft like petal rose comes womens smell fragrance milestones knee trembles body shakes heart beeps hormones grow taste cherry rows looks like ablazing stars feel comes women But also believe beauty apparel decorates us true beauty knowledge manners So looks partly important substances decorates us I love nature animals astrology always inspiration spirituality another determines persons success belief instills keeps working towards goals reaches true destination existence determine total outcome desired result I love reading various books particular taste anything interests sentence might flow veins reading brings knowledge knowledge power power know learn understand also power dream stories inspire us reach high love deep every book allows us dream new dream I love solving puzzles also love playing chess times although played love creative cooking active house works I love comedy show movies love historical series favorite KURULUS OSMAN I never mentioned beginning sentence yes life I business oriented person like entrepreneur I travelled various countries conducted business relationships I worship money I respect value holds Money partially motivate rabbit hole distinguishes Walls created steel I bridge gazing star journey begins rose grew concrete I looking person whos admired shiny necklaces designer shoes creative thinks speaks mind earth open exposures love experiment different dimensions Im definitely looking someone love life open exploring possibilities Travel really big part life Id love meet someone wants join many adventures Id definitely like start family one day Im looking girl whod also like raise couple beautiful multilingual adventurous kids well saying lets see You shoot message youre funloving anything shall see journey begins,fr,0,entrepreneur
Richmulder,44,Contractor,single,male,I like riding motorcycle camping riding motorcycle I say I love riding motorcycle lol Im around fun guy,es,0,Contractor
RichNLove,68,IT Project Manager,single,male,I guy romantic affectionate loving giving My personality affectionate loving giving I seek also find lady also loving affectionate happy romantic I like lady enjoys holding hands cuddling kissing loves treated precious sweetheart,hr,0,IT Project Manager
rick1957,52,medico,separated,male,good listener good lover,it,0,medico
Rick47,50,Hvac,divorced,male,Im outdoors person enjoy active also enjoy cuddling queen couch watching movie,hr,0,Hvac
Rickykakes,55,construction,single,male,earth person love laugh fun family friends,fr,0,construction
RicoNena2004,35,Small business owner,single,male,Having Irish Italian heritage I passionate roots I enjoy travelling music love concertsfestivals Enjoy history hate politics drawn Enjoy cooking walks dog spending time outdoors much quiet night Easy going earth,en,0,Small business owner
Riley4501,54,Healthcare,single,female,I really love mountains camping 4 Wheelin exploring ghost towns Im animal lover dog cat I love cooking home canning cast iron junkie Im simple sassy country girl looking meet nice guy,en,0,Healthcare
Rinaldo,48,Technician,single,male,Im 45 adventurouse love travel walking beach hiking people life,en,0,Technician
ritchcheL,39,Freelancer,single,female,Im Christian Im looking someone faith mine,nl,0,Freelancer
Roar,33,Finance,single,male,Im sweet caring guy smart Gold driven romantic wat see wat get enjoying life,it,0,Finance
RobbieW,45,Consultant,separated,male,Hi I seperated nearly two years ready find new partner I professional 43 year old Ireland living Australia 30 years I love traveling camping fishing socialising football etc,it,0,Consultant
Roberthdez,32,Chef,single,male,I like cook talk relax girl glass wine tequila,cy,0,Chef
Robertp123,40,Mechanic,single,male,Im 6ft7 blieeues im lookin someone real games bs,de,0,Mechanic
robsonruggiero,39,Engineer,single,male,I brazilian work mechanical engineer Dont kids I dog lover I like read travel friends family,af,0,Engineer
RockNRollHottie45,46,Medical assistant,single,female,I live ohio But hot friend Mississippi So I want hot southern man Im working full time house car Im little heavy Im sweet loving caring I willing relocate right man I work full time medical assistant I kids I dogs Im looking man go things I prefer tall thin man 60 62 Thin smoking hot I working self lose weight Im happy Im changing diet around I fit active Im independent strong willed cant handle Im,it,0,Medical assistant
Rollies,65,Retired,divorced,male,Kind trustworthy loyal caring good looking man kids long time need someone special,da,0,Retired
Romantic1,41,Entrepreneur,single,male,Im gentle handsome young man love life easy going person,fr,0,Entrepreneur
Ronaldjfsc,50,Contador,separated,male,Im looking girl wants happy Im looking lifelong companion I offer love fidelity,pt,0,Contador
Ronnin,59,Retired,widowed,male,Hi Im looking free SPIRIT LIKES MOTORCYCLES AND TRAVELLING,en,0,Retired
Rosee,26,Independiente,divorced,female,I like sports travel I looking person get married children husband smart start business,nl,0,Independent
Russ64,53,Cleaner,single,male,Am kind caring loving honest trustworthy passionate,en,0,Cleaner
russianlove,60,teacher,divorced,female,hi I Vera Russian Uzbekistan 59 attractive presentable divorced good sense humor Looking good man serious relations preferably USA Italy Germany Holland finland UK France,en,0,teacher
