username,age,occupation,status,gender,filtered sentence,y,translated_occupation
Diameli,39,Profesora,single,female,hispanic Straight Other nonsmoker social drinker Friendship Serious Relationship,0,Profesora
Dsharp,39,Disabled,divorced,male,white Straight Christian light smoker never Friendship Romance Serious Relationship Marriage,0,Disabled
EdBermudez,39,Abogado,divorced,male,hispanic Straight Christian nonsmoker social drinker Serious Relationship,0,lawyer
Elias420,39,Machine operator,single,male,mixed Straight Muslim light smoker never Friendship Romance Serious Relationship,0,Machine operator
engineercomp,39,Engineer,single,male,white Straight Other nonsmoker social drinker Fun Friendship Romance,0,Engineer
enmanuel01,39,Ingeniero,single,male,hispanic Straight Christian nonsmoker never Serious Relationship,0,Engineer
Epic,39,IT,single,male,white Straight Atheist light smoker social drinker Friendship Romance Serious Relationship Marriage,0,IT
Etna30,39,Independiente,separated,female,black Straight Christian nonsmoker never Romance Serious Relationship Marriage,0,Independent
Extrella,39,Cocinera,single,female,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship,0,cook
fazfer37,39,Gobierno,single,male,hispanic Straight Other nonsmoker social drinker Friendship,0,Government
Florian83,39,Researcher,single,male,white Straight Christian nonsmoker social drinker Serious Relationship Marriage,0,Researcher
Fran101010,39,Comerciante,separated,male,hispanic Straight Spiritual light smoker occasional drinker Serious Relationship,0,Merchant
Franca,39,Docente,single,female,hispanic Straight Other social smoker never Fun Friendship Serious Relationship Marriage,0,teacher
Frank777,39,Abogado,single,male,white Straight Christian nonsmoker social drinker Friendship Romance Serious Relationship Marriage,0,lawyer
Frank82,39,Construction,separated,male,hispanic Straight Atheist social smoker social drinker Friendship Romance,0,Construction
Franyer,39,Obrero,single,male,hispanic Straight Other nonsmoker occasional drinker Friendship Serious Relationship,0,Worker
gennys,39,abogada,single,female,white Straight Other nonsmoker occasional drinker Friendship Serious Relationship Marriage,0,a lawyer
Gentius,39,Real estate agent,single,male,white Straight Other nonsmoker occasional drinker Fun,0,Real estate agent
George75,39,Ingeniero,single,male,white Straight Other social smoker social drinker Fun,0,Engineer
george83,39,Manager,single,male,white Straight Christian social smoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,Manager
geppetto,39,Economist,single,male,white Straight Christian social smoker social drinker Fun,0,Economist
Gil0189,39,Contador,single,male,hispanic Straight Other social smoker social drinker Friendship,0,Contador
Giovannis36,39,Asesor comercial,separated,male,hispanic Straight Christian nonsmoker occasional drinker Serious Relationship Marriage,0,business advisor
Goodboy4you,39,Construction,single,male,white Bisexual Christian social smoker social drinker Friendship Romance Serious Relationship Marriage,0,Construction
Greeneyes9898,39,Tattoo artist,single,male,hispanic Straight Other light smoker social drinker Fun Friendship Romance,0,Tattoo artist
Hannah37,39,Pharmacist,single,female,white Straight Other nonsmoker never Romance Serious Relationship Marriage,0,Pharmacist
HattenII,39,Programmer,single,male,white Straight Other nonsmoker social drinker Fun Friendship Romance Serious Relationship,0,Programmer
Hit,39,Chofer,single,male,white Straight Christian nonsmoker occasional drinker Marriage,0,Chofer
Hotrod80,39,Business Owner,single,male,black Straight Other nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,Business Owner
Hugo77894225,39,Comercio,single,male,hispanic Straight Christian nonsmoker never Friendship Serious Relationship Marriage,0,Trade
Israrr,39,Ingeniero,single,male,hispanic Straight Other nonsmoker social drinker Serious Relationship,0,Engineer
jamau0782,39,Administrador de empresas,separated,male,hispanic Straight Other nonsmoker social drinker Fun Friendship Romance Serious Relationship Marriage,0,Company administrator
Jarn,39,Ingeniero industrial,separated,male,hispanic Straight Christian nonsmoker social drinker Romance Serious Relationship Marriage,0,Industrial Engineer
Jersey101,39,Health care,single,female,mixed Straight Other social smoker social drinker Fun Friendship,0,Health care
Jhesusxd,39,Constructor,single,male,white Straight Christian nonsmoker occasional drinker Friendship,0,Constructor
Jheys2114,39,Oficial de seguridad,single,male,hispanic Straight Other nonsmoker occasional drinker Serious Relationship,0,Security officer
Jill1122,39,Management,single,male,white Straight Christian nonsmoker social drinker Serious Relationship,0,Management
Joro83,39,Engineer,single,male,white Straight Christian nonsmoker occasional drinker Romance Serious Relationship Marriage,0,Engineer
Jswag959,39,Food service,divorced,male,white Straight Christian nonsmoker social drinker Fun Friendship Romance Serious Relationship,0,Food service
Juan02,39,Construccion,single,male,hispanic Straight Other nonsmoker social drinker Serious Relationship,0,Building
Kataleya1682,39,Administrativo,widow,female,black Straight Other nonsmoker occasional drinker Serious Relationship,0,Administrative
kerim2021,39,Guardia de seguridad,separated,male,white Straight Christian light smoker social drinker Friendship Romance Serious Relationship,0,security guard
killoughjody83,39,Unemployed,single,female,white Straight Christian nonsmoker never Fun Friendship Romance,0,Unemployed
Kt82,39,Independiente,separated,female,hispanic Straight Other nonsmoker social drinker Friendship,0,Independent
Leann,39,Peluquera,divorced,female,hispanic Bisexual Other social smoker social drinker Serious Relationship,0,hairdresser
Lehotskyj1,39,Music,single,male,white Straight Other light smoker social drinker Fun Friendship Serious Relationship,0,Music
Lili123,39,Producer,single,female,hispanic Straight Spiritual social smoker social drinker Marriage,0,Producer
LindaG,39,Finanzas,single,female,white Straight Spiritual nonsmoker occasional drinker Fun Friendship Romance Serious Relationship Marriage,0,Finance
Lluvia37,39,Enfermera,single,female,hispanic Straight Christian nonsmoker social drinker Fun Friendship,0,Nurse
Lucia37silva,39,Auxiliar contable,single,female,mixed Straight Christian nonsmoker never Friendship Romance Serious Relationship,0,Accounting assistant
Luis2009,39,Empresario,single,male,white Straight Other social smoker social drinker Friendship,0,Entrepreneur
Lumanrique,39,Independiente,separated,female,hispanic Straight Christian nonsmoker never Serious Relationship,0,Independent
lunachris83,39,secretaria,separated,female,black Straight Spiritual nonsmoker occasional drinker Friendship Romance Serious Relationship Marriage,0,Secretary
Maday,39,Cuenta propia,separated,female,white Straight Other nonsmoker never Romance Serious Relationship,0,Own account
Maelo1883,39,Constructor,single,male,hispanic Straight Spiritual nonsmoker occasional drinker Friendship,0,Constructor
Makendy1234,39,Maestro,single,male,white Straight Christian nonsmoker never Romance,0,Maestro
Malu22,39,Medico,single,female,white Straight Christian nonsmoker social drinker Serious Relationship,0,Medico
Manuelbalvaneda,39,Comerciante,single,male,hispanic Straight Christian nonsmoker never Serious Relationship,0,Merchant
Manyira,39,Enfermera,single,female,hispanic Straight Christian nonsmoker never Serious Relationship,0,Nurse
Mariangel1,39,Medic,single,female,hispanic Straight Christian nonsmoker social drinker Friendship,0,Medic
Maribel83,39,Comerciante,single,female,white Straight Spiritual nonsmoker never Friendship Serious Relationship,0,Merchant
Marp,39,Mecanico,single,male,hispanic Straight Christian nonsmoker never Fun Friendship,0,Mechanic
Maurimon,39,Contador Publico,in relationship,male,hispanic Straight Christian nonsmoker social drinker Friendship,0,Certified Public Accountant
Mego,39,Docente,single,male,mixed Bisexual Christian nonsmoker occasional drinker Serious Relationship,0,teacher
MEILI,39,Manager,single,female,asian Straight Christian nonsmoker social drinker Friendship,0,Manager
MidnightRomeo,39,Self employed,divorced,male,middle eastern Straight Christian nonsmoker never Friendship Romance Serious Relationship Marriage,0,Self employed
mikezar99,39,Self Employed,single,male,white Straight Christian nonsmoker never Romance Serious Relationship Marriage,0,Self Employed
Mikhaililvanock,39,Sales,single,male,white Straight Other social smoker social drinker Fun Friendship Romance,0,Sales
Mileidis,39,Enfermera,single,female,hispanic Straight Other nonsmoker never Serious Relationship,0,Nurse
Mima2212,39,Estilista,separated,female,hispanic Straight Christian nonsmoker never Friendship Romance,0,Stylist
Mjb,39,Peluquera,single,female,black Straight Other nonsmoker never Serious Relationship,0,hairdresser
Monti,39,Administrador,single,male,white Straight Christian nonsmoker never Serious Relationship,0,Administrator
Morales13,39,Chef,single,male,hispanic Straight Christian social smoker occasional drinker Friendship,0,Chef
Mydogbird,39,Welder,single,male,white Straight Christian nonsmoker social drinker Romance Serious Relationship Marriage,0,Welder
Ovidio22,39,Electricista,single,male,mixed Straight Christian nonsmoker social drinker Romance,0,Electrician
Pamlysss,39,Abogada,divorced,female,hispanic Straight Spiritual nonsmoker social drinker Serious Relationship,0,A lawyer
Papps,39,Dealer,single,male,black Straight Christian nonsmoker never Fun Romance,0,Dealer
Pedro82,39,Vendedor,separated,male,white Straight Other light smoker occasional drinker Serious Relationship Marriage,0,Seller
Peruana82,39,Administradora,single,female,hispanic Straight Christian nonsmoker never Friendship Serious Relationship,0,administrator
Peter8221,39,Conductor,divorced,male,hispanic Straight Christian nonsmoker social drinker Romance,0,Conductor
Ricardo9090,39,Docente,divorced,male,white Straight Christian nonsmoker never Marriage,0,teacher
Ricardorid,39,Diseñador,single,male,hispanic Straight Other nonsmoker never Serious Relationship,0,Designer
Rich7044,39,Driver,single,male,black Straight Christian nonsmoker occasional drinker Serious Relationship,0,Driver
Richter,39,Musician,separated,male,hispanic Straight Other nonsmoker social drinker Fun Friendship,0,Musician
Rihanny09,39,cantante,separated,female,hispanic Straight Christian nonsmoker social drinker Romance,0,singer
RobbinHood,39,Mechanic,separated,male,white Straight Christian light smoker occasional drinker Fun Friendship Romance,0,Mechanic
Rolando14,39,Bartender,single,male,hispanic Straight Other nonsmoker social drinker Friendship Romance,0,Bartender
RomeoMontoya83,39,Massage therapist,single,male,middle eastern Straight Spiritual social smoker social drinker Romance Serious Relationship Marriage,0,Massage therapist
Rulo2009,39,Construction,separated,male,hispanic Straight Spiritual nonsmoker occasional drinker Fun Friendship Romance Serious Relationship,0,Construction
Sevilla83,39,Arquitecto,separated,male,white Straight Atheist nonsmoker social drinker Fun Friendship,0,Architect
Shelsid,39,Contadora,single,female,white Straight Other nonsmoker social drinker Serious Relationship,0,accountant
SweetP,39,Independiente,separated,female,hispanic Straight Christian nonsmoker occasional drinker Friendship,0,Independent
Tatiana_Djan,39,Entrepreneur,divorced,female,white Straight Christian social smoker social drinker Romance Serious Relationship Marriage,0,Entrepreneur
Tensue200,39,Construction,single,female,black Straight Christian nonsmoker social drinker Marriage,0,Construction
TerenceC,39,Driver,single,male,white Straight Christian nonsmoker occasional drinker Friendship,0,Driver
Therese,39,Nurse,divorced,female,asian Straight Christian social smoker social drinker Fun Friendship,0,Nurse
thomasquinteros,39,administrativo,single,male,white Homosexual Christian nonsmoker never Romance Serious Relationship Marriage,0,administrative
