username,age,occupation,status,gender,filtered sentence,y
 Michelle, 30, Business woman, single,female,Dont get twisted married dont botherif somewhere betweennot interested unsure getting another relationship need apply OKam alot beauty outside far one night standpeople see object person project set expectations onto I may real need faith trust love trust nd believe trust meet woman get bother send message People dont think beauty blessing actually sets aparttruthgoodness beauty different facesdo love Im beautiful I beautiful love Give reasons love nothing hurts realizing meant everything meant nothing himI lied tocheated onhurts one many timesreally heart made yo brokenonce one loves let feels though heart ripped trust becomes something earnedthere time I trusted blindly I see truthto protect heart hurtI cant freely place trust youI would love share someone specialIm looking man love much I love role midel lifeIm looking half friend well lover I know every woman wants find man calls beautiful instead hotwho calls back hangs upon himwho lie stars listen heartbeat Will stay awake watch sleep stalkers please Lol Seriously man take woman next level lots people want ride limo want someone take bus limo breaks downI earth individual heart play games dramawe waste time looking perfect lover instead creating perfect lovethey say true love hides behind every cornerI must walking circlesI IM I reached text phone looking oneMichelle boswell,1
 Michelle122, 32, self employed, single,female,My name Michellei 32 years OldI Single five years ago Black dark black hair brown eyes 5 9 141 lbsLong Hair healthy Lady,1
 michellelarrieux, 29, military, single,female,make new friendi like profile picturei think interested know morecontacti make new friendi like profile picturei think interested know morecontacti make new friendi like profile picturei think interested know morecontact,1
 michellelimacan, 35, healthcare, single,female,would describe happy person intelligent well educated stylish sociable attractive caring clean Im openminded sensitive truthful passionate great sense humor responsible serious I I love music arts fashion traveling meeting people beautiful I looking special someone I could love heart body soul I love find experiences share someone close I special person life share dreams excitements witha good relationship provide stimulation intellectual emotional physical level,1
 MichHen, 48, Construction Engineering, widowed,male,I caring lovely honest kind passionate generous affectionate gentle simple I sense humor good understanding I love traveling music fun reading swimming learning theater walk going beachmountain visiting new places I looking faithful caring lovely homely honest kind gentle reserved passionate affectionate trustworthy simple easy going woman A woman sense humor good understanding,1
 michol, 48, military, divorced,male,love real hope meet right woman someday im Military soldier dont really discuss unless would love know,1
 Michos, 37, businessman, single,male,Am gentle man honest friendlylovin patienceintelligent caring shareful man willing find future partner I love go beach av fresh air love kids around mewilling find someone love Im I av done ok honest God blessed every man hand workin Im willing give ready great love one ever give woman A good woman ready settle good mother kids,1
 michrich1, 51, contractor, widowed,male,kind caring loving romantic great sense humor God fearing man,1
 michseeking, 39, Fashion Designer, single,female,I honestcaring loving woman I God fearing also open mind im trust worthy lots love give right man,1
 Micky876,65, engineer, widowed,male,Im smart good looking attractive sexy romantic caring Faithful Respectful TrustfulLoving easy going person respect women alot I confident purposefulhonest loyal elegant sociable sensitive gentle cheerful optimistic romantic responsiblevivacious warmhearted open singleminded Someone love I care I promise get back showing true love care I really make special one taste true love Im serious looking soul matei looking responsible The warm family attitudes sincerity mutual respect internal beauty person important Means someone clean heart people I looking woman great sense humor sense adventure Being attracted someone important I think confidence key I want meet someone go fun also afraid attend family function I looking someone open mind likes try new things To sum I would like meet new people maybe form new friendships may may lead moreI honest kind minded man I love around woman closest companion I love taking woman beach could hold hands share intimate moments together I also love picnicing Special spots woman alone seem humans earth I love seafoods hobbies include music Picnicing Petting manswimmingI free mind sometimes get hurt people take advantage free nature I seek serious long lasting relationship,1
